Benchmark,Over-approx.,,Complete,,
,Result,Time,Result,Time
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.12_start_0.1_0.1125_epsilon_0.01.vnnlib],True,3.3238464660007594
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.12_start_0.1_1.0_epsilon_0.01.vnnlib],False,4.8851644930000475
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.12_start_0.1_1.8_epsilon_0.01.vnnlib],False,3.9873835429998508
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.14_start_0.1_1.0_epsilon_0.01.vnnlib],True,4.330614385999979
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.14_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.490987598999709
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.15_start_0.1_0.1125_epsilon_0.01.vnnlib],False,4.596856561000095
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.16_start_0.1_0.1125_epsilon_0.01.vnnlib],False,6.566071940000256
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.16_start_0.1_1.8_epsilon_0.01.vnnlib],False,3.884198116999869
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.17_start_0.1_1.0_epsilon_0.01.vnnlib],False,4.071597418000238
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.19_start_0.1_1.0_epsilon_0.01.vnnlib],False,3.76607250699999
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.19_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.9436863000000812
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.20_start_0.1_0.1125_epsilon_0.01.vnnlib],---,---
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.21_start_0.1_1.0_epsilon_0.01.vnnlib],False,50.218181121999805
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.21_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.6152944810000918
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.22_start_0.1_0.1125_epsilon_0.01.vnnlib],True,3.6599748620001264
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.22_start_0.1_1.8_epsilon_0.01.vnnlib],False,3.151438376000442
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.24_start_0.1_0.1125_epsilon_0.01.vnnlib],True,5.614383289000216
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.24_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.4928399860000354
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.24_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.6156311439999627
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.26_start_0.1_1.0_epsilon_0.01.vnnlib],True,4.112624237999626
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.27_start_0.1_0.1125_epsilon_0.01.vnnlib],False,3.4153973820002648
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.27_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.803311740999561
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.28_start_0.1_1.0_epsilon_0.01.vnnlib],False,3.6091114569999263
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.29_start_0.1_1.8_epsilon_0.01.vnnlib],True,4.081731444999605
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.30_start_0.1_0.1125_epsilon_0.01.vnnlib],True,4.071535132000463
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.31_start_0.1_1.0_epsilon_0.01.vnnlib],True,4.226494773999548
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.31_start_0.1_1.8_epsilon_0.01.vnnlib],True,4.848643282000012
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.33_start_0.1_0.1125_epsilon_0.01.vnnlib],True,4.866390042999228
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.34_start_0.1_1.0_epsilon_0.01.vnnlib],True,4.789025761999255
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.34_start_0.1_1.8_epsilon_0.01.vnnlib],True,4.191192163999403
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.36_start_0.1_0.1125_epsilon_0.01.vnnlib],True,3.9900975140008086
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.37_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.6897789380000177
[sac_kin_discrete2d_complex_wo_tanh_436reward - obs_act_y_equals_0.37_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.8408667120002065
