Benchmark,Over-approx.,,Complete,,
,Result,Time,Result,Time
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.78_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.370795367000028,True,3.1598367629994755
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.78_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.5215801660006036,True,3.6927548280000337
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.78_start_1.8_1.8_epsilon_0.01.vnnlib],True,3.538928887000111,True,3.1992460080000455
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.79_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.536064914000235,True,3.044836115999715
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.79_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.2058553510005368,True,3.0963808530004826
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.79_start_1.8_1.8_epsilon_0.01.vnnlib],True,3.3748553249997713,True,3.434411094999632
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.80_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.7020081540003957,True,3.020598221
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.80_start_1.8_1.8_epsilon_0.01.vnnlib],True,3.6770910169998388,True,3.2079319960002977
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.81_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.558098242999222,True,3.5077233920001163
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.81_start_0.1_1.8_epsilon_0.01.vnnlib],True,9.04725611899994,True,3.4552102369998465
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.81_start_1.8_1.8_epsilon_0.01.vnnlib],True,3.3023395890004394,True,3.1416112840006463
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.82_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.493437770000128,True,8.624909653000032
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.82_start_1.8_1.8_epsilon_0.01.vnnlib],True,8.817075400000249,True,3.1651710210007877
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.83_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.267911889000061,True,9.947457541000404
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.83_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.3270764709996,True,3.5625495550002597
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.83_start_1.8_1.8_epsilon_0.01.vnnlib],True,3.391873255000064,True,2.907471945999532
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.84_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.6902717689999918,True,3.122258402000625
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.84_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.460097379000217,True,3.3597386920000645
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.85_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.4436026339999444,True,3.1346464190000916
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.85_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.4241032359996098,True,3.766288044999783
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.85_start_1.8_1.8_epsilon_0.01.vnnlib],True,3.3713622299992494,True,3.0840976439994847
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.86_start_1.8_1.8_epsilon_0.01.vnnlib],True,3.4267709160003506,True,3.0157075619999887
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.87_start_0.1_0.15_epsilon_0.01.vnnlib],True,2.955661317999329,True,3.130931989000601
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.87_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.2035327240000697,True,3.301456168000186
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.87_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.245181049999701,True,3.123742214000231
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.88_start_0.1_0.15_epsilon_0.01.vnnlib],True,2.9354277249994993,True,3.4957549539994943
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.88_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.3628301220005596,True,3.856543232999684
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.88_start_1.8_1.8_epsilon_0.01.vnnlib],True,2.9978214630000366,True,3.440103285999612
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.89_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.347564143999989,True,3.568889182000021
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.89_start_0.1_1.0_epsilon_0.01.vnnlib],True,2.971073927999896,True,3.4006241690003662
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.90_start_0.1_1.0_epsilon_0.01.vnnlib],False,2.9100189939999836,False,3.2946524569997564
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.90_start_1.8_1.8_epsilon_0.01.vnnlib],True,3.406930289000229,True,3.1796217680002883
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.91_start_0.1_0.15_epsilon_0.01.vnnlib],True,7.555885652999677,True,3.8261843419995785
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.91_start_0.1_1.8_epsilon_0.01.vnnlib],True,3.5245039100000213,True,3.7242262239997217
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.92_start_0.1_0.15_epsilon_0.01.vnnlib],True,3.172207128000082,True,3.9014138120001007
[sac_kin_discrete2d_complex_wo_tanh_440reward - obs_act_y_equals_0.92_start_0.1_1.0_epsilon_0.01.vnnlib],True,3.3428134689993385,True,3.4509723749997647
